result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani,Note
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,115,Shamela0009631-ara1.completed,عليهم يوم السبت صيد السمك وكانت الحيتان تاتيهم يوم السبت شرعا بيضا سمانا كانها الماخض حتي لا يري وجه الماء لكثرتها ويوم لا يسبتون لا تاتيهم فكانوا علي ذلك برهة من الدهر ثم ان الشيطان وسوس اليهم وقال انما نهيتم عن صيدها يوم السبت فاتخذوا حياضا حول البحر وسوقوا اليها الحيتان يوم السبت فتبقي فيها محصورة واصطادوا يوم الاحد وفي غير يوم السبت لا ياتيهم حوت واحد ففعلوا ما امرهم الشيطان خاءفين فلما راوا ان العذاب لا يعاجلهم اخذوا واكلوا وملحوا وباعوا وكان اهل القرية نحوا من سبعين الفا فصاروا اثلاثا ثلث ينهون القوم عن الذنب وثلث قالوا لم تعظون قوما الله مهلكهم او معذبهم وثلث يباشرون الخطيءة فلما تنبهوا قال الناهون نحن لا نساكنكم فقسموا القرية للناهين باب وللمتعدين باب ولعنهم داود عليه السلام فاصبح الناهون ذات يوم في مجالسهم لم يروا من المتعدين احدا فقالوا ان للقوم شانا لعل الخمر غلبتهم فعلوا الجدار ونظروا فاذا هم قردة فدخلوا عليهم والقردة تعرف انسابها والانساب لا يعرفونها فجعلت القردة تاتي نسيبها من الانس فتشم ثيابه وتذرف دمعة فيقول نسيبها الم انهك عن السوء فتشير القردة براسها يعني نعم ثم ماتت بعد ,263,1267,Shamela0009631,0682ZakariyaQazwini.AtharBilad,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,107,JK001311-ara1,لعل الله خسف بهم او رموا بالحجارة فارسلوا رجلا ينظر فحملوا رجلا علي سلم فاشرف عليهم فاذا هم قردة يتعاوون لهم اذناب قد غير الله من صورهم فصاح ان القوم قد صاروا قردة فكسروا الابواب ودخلوا منازلهم فجعلوا لا يعرفون لسانهم ويقولون الم ننهكم عن مصية الله تعالي ونوصيكم فيشيرون برءوسهم اي بلي ودموعهم تسيل علي خدودهم ,849,1159,JK001311,0696CumarSunami.NisabIhtisab,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,2,Shamela0008590-ara1.completed,تعالي حرم الصيد علي اليهود يوم السبت واطلقه لهم في ساءر الايام فكانت الحيتان تاتيهم يوم السبت شرعا يعني في مشارع المياه الي ابواب بيوتهم وقيل شوارع ظاهرة علي الماء كثيرة ولا تاتيهم في ساءر الايام فعمد رجال منهم يوم الجمعة فحفروا الانهار ووضعوا الات الصيد فدخل الحيتان فيها فاخذوها يوم الاحد وكان يوما يجوز فيه الصيد الي ان فشا ذلك فيهم فذمهم الله تعالي ومسخهم قردة وخنازير وقال ابن زيد واول من اخذ منهم رجل حوتا في يوم الاحد فشواه فوجد جاره ريح الحوت فقال له اني اري الله سيعذبك فلما لم يعجل عليه بالعذاب سار معه فاخذ في السبت الاخر اثنان فلما لم يعاجلهما العذاب تتابعوا فيه فاخذوا واكلوا وكانوا نحوا من سبعين الفا في قرية يقال لها ايلة بين مدين والطور فصارت القرية اثلاثا ثلثا نهوا وكانوا اثني عشر الفا وثلثا قالوا لم تعظون قوما الله مهلكهم او معذبهم عذابا شديدا وثلثا هم اصحاب الخطيءة فلما لم ينتهوا قال المسلمون لا نساكنكم فقسموا القرية بجدار للمسلمين باب وللمعتدين باب فلعنهم داود فاصبح الناهون يوما في مجالسهم ولم يخرج من المعتدين احد فقالوا ان للناس لشانا فنظروا علي الجدار فاذا هم قردة فقالوا اي عباد الله قرودا والله تعاوي ففتحوا الباب فعرفت القردة انسابها من الانس ولا تعرف الانس انسابها من القردة فجعلت القردة تاتي انسابها من الانس فتشم ثيابه وتبكي فيقول الم ننهكم فتقول براسها نعم قال قتادة صار شبابهم قرودا والشيوخ خنازير فما نجا الا الذين نهوا وهلك ساءرهم واختلف العلماء في الفرقة الذين قالوا لم تعظون قوما الله مهلكهم ,279,1611,Shamela0008590,0520IbnMuhammadTurtushi.Hawadith,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,3378,Shamela0023591-ara1.completed,فمنعوه الخروج الي البحر فاذا كان الاحد اخذوه فكان هذا اول التطريق وقال ابن رومان كانوا ياخذ الرجل منهم خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد مضروب وتركه كذلك الي ان ياخذه في الاحد ثم تطرق الناس حين راوا من يصنع هذا لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق ,1234,1526,Shamela0023591,0745AbuHayyanGharnati.TafsirBahrMuhit,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,2682,Shia002616Vols-ara1,يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وروي اشهب عن مالك قال زعم ابن رومان انهم كانوا ياخذ الرجل خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده فقامت فرقة من بني اسراءيل ونهت وجاهرت بالنهي واعتزلت ,48,398,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,412,Shia002616Vols-ara1,وروي اشهب عن مالك قال زعم ابن رومان انهم كانوا ياخذ الرجل منهم خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده فقامت فرقة فنهت وجاهرت بالنهي واعتزلت ,19,305,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,1438,Shamela0023632-ara1.completed,فمنعوه الخروج الي البحر فاذا كان الاحد اخذوه فكان هذا اول التطرق وروي اشهب عن مالك قال زعم ابن رومان انهم كانوا ياخذ الرجل خيطا ويصنع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد مضروب وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده وقالوا ذهبت حرمة السبت فقامت فرقة من بني اسراءيل ونهت وجاهرت بالنهي واعتزلت ,998,1389,Shamela0023632,0541IbnCatiyyaAndalusi.MuharrarWajiz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,2926,Shamela0008658-ara1,وهفة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده وقامت فرقة فنهت وجاهرت بالنهي واعتزلت ,1,210,Shamela0008658,0327IbnAbiHatimRazi.Tafsir,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897397,6,426,Shamela0011566-ara1.completed,كان الرجل ياخذ خيطا ويضع فيه وهقه ويلقيه في ذنب الحوت وهو بتحريك الهاء واسكانها حبل كالطول ويجعل في الطرف الاخر من الخيط وتدا ويتركه كذلك الي يوم الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر الصيد للحيتان ومشي به في الاسواق واعلن الفسقة بصيده فقامت طاءفة من بني اسراءيل وجاهرت بالنهي واعتزلت ,290,594,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,1256,Shamela0023578-ara1.completed,الشيطان اوحي اليهم فقال انما نهيتم عن اخذها يوم السبت فاتخذوا الحياض وكانوا يسوقون الحيتان اليها يوم الجمعة فتسقي فيها ولا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وقال ابن زيد كانوا قد قربوا بحب الحيتان وكان ,1253,1471,Shamela0023578,0427AbuIshaqThaclabi.KashfWaBayan,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,2682,Shia002616Vols-ara1,يسوقون الحيتان اليها يوم الجمعة فتبقي فيها فلا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وروي اشهب عن مالك قال زعم ابن رومان انهم كانوا ياخذ الرجل خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده فقامت فرقة من بني اسراءيل ونهت وجاهرت بالنهي واعتزلت وقيل ان ,1,406,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,2681,Shia002616Vols-ara1,انها كانت في زمن داود عليه السلام وان ابليس اوحي اليهم فقال انما نهيتم عن اخذها يوم السبت فاتخذوا الحياض فكانوا ,1481,1593,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,283,Tafsir05047-ara1,كان يوم السبت لا يري الماء من كثرتها ويوم لا يسبتون لا تاتيهم روي ان الشيطان وسوس اليهم فقال انما نهيتم عن اخذها يوم السبت فاتخذوا الحياض فكانوا يسوقون الحيتان اليها يوم السبت فتبقي فيها ولا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد ,1152,1393,Tafsir05047,0850Acqam.Tafsir,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,871,Tafsir02091-ara1,وقال انما نهيتم عن اخذها يوم السبت فاتخذوا الحياض وكانوا يسوقون اليها الحيتان يوم الجمعة فتبقي فيها ولا يمكنها الخروج منها لقلة الماء فياخذوها يوم الاحد ,384,537,Tafsir02091,0360Tabarani.TafsirKabir,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,1805,Shia002359Vols-ara1,كانت هذه القصة في زمن داود عليه السلام وعن ابن عباس قال امروا باليوم الذي امرتم به يوم الجمعة فتركوه واختاروا يوم السبت فابتلوا به وحرم عليهم فيه الصيد وامروا بتعظيمه فكانت الحيتان تاتيهم يوم السبت شرعا بيضا سمانا حتي لا يري الماء من كثرتها فمكثوا كذلك ما شاء الله لا يصيدون ثم اتاهم الشيطان وقال انما نهيتم عن اخذها يوم السبت فاتخذوا الحياض والشبكات فكانوا يسوقون الحيتان اليها يوم السبت ثم ياخذونها يوم الاحد ,846,1257,Shia002359Vols,0548IbnHasanTabarsi.TafsirMajmacBayan,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,31150,12,426,Shamela0011566-ara1.completed,ابليس الحيلة وقال انما نهيتم عن اخذ الحيتان يوم السبت فاتخذوا الحياض فكانوا يسوقون الحيتان اليها يوم الجمعة فتبقي فيها فلا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وقيل كان الرجل ياخذ خيطا ويضع فيه وهقه ويلقيه في ذنب الحوت وهو بتحريك الهاء واسكانها حبل كالطول ويجعل في الطرف الاخر من الخيط وتدا ويتركه كذلك الي يوم الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر الصيد للحيتان ومشي به في الاسواق واعلن الفسقة بصيده فقامت طاءفة من بني اسراءيل وجاهرت بالنهي واعتزلت ,112,594,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,412316994837,2,658,Shamela0011566-ara1.completed,ابن سعيد في كتاب المعرب واما فسطاط مصر فان مبانيها كانت في القديم متصلة بمباني مدينة عين شمس وجاء الاسلام وبها بناء يعرف بالقصر حوله مساكن وعليه نزل عمرو بن العاص وضرب فسطاطه حيث المسجد الجامع المنسوب اليه ,601,807,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,4135,Shamela0010283-ara1.mARkdown,الاف رجل كلهم من عك ويقال ثلاثة الاف وخمسماءة وقيل ثلثهم من غافق وقال له سر وانا مستخير الله في مسيرك وسياتيك كتابي سريعا ان شاء الله تعالي فاذا ادركك كتابي بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف وان انت وصلتها قبل ذلك فامض لوجهك واستعن بالله واستنصره فسار عمرو من جوف الليل ولم يشعر به احد من الناس واستخار عمر الله تعالي فكانه تخوف علي المسلمين في وجههم ذلك فكتب الي عمرو ان ينصرف بمن معه فادركه الكتاب وهو برفح فتخوف ان هو اخذ الكتاب وفتحه ان يجد فيه الانصراف فلم ياخذه من الرسول ودافعه حتي انتهي الي قرية فيما بين رفح والعريش فسال عنها فقيل انها من ارض مصر فاخذ الكتاب وقراه علي المسلمين وقال لمن معه الستم تعلمون ان هذه القرية من مصر قالوا بلي قال فان امير المءمنين عهد الي وامرني ان لحقني كتابه ولم ادخل مصر ان ارجع ولم يلحقني كتابه حتي دخلنا ارض مصر فسيروا وامضوا علي بركة الله عز وجل وقد قيل ان عمرو بن العاص كان بفلسطين فقدم باصحابه الي مصر بغير اذن عمر وكتب اليه يعلمه فكتب عمر اليه فاتاه كتابه وهو دون العريش فلم يقرا كتابه حتي بلغ العريش فقراه فاذا فيه من عمر ,1,989,Shamela0010283,0733Nuwayri.NihayatArab,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,698,Sham19Y0018147-ara1.completed,ذكر فتح مصر علي يد عمرو بن العاص رضي الله عنه قال حدثنا عثمان بن صالح قال حدثنا ابن لهيعة عن عبيد الله ابن ابي جعفر وعياش بن عباس القتباني وغيرهما يزيد بعضهم علي بعض قال لما قدم عمر بن الخطاب رضي الله عنه الجابية قام اليه عمرو ابن العاص فخلا به فقال يا امير المءمنين اءذن لي ان اسير الي مصر وحرضه علي ذلك وقال له انك ان فتحتها كانت قوة للمسلمين وعونا لهم وهي اكثر الارض اموالا واعجزها عن قتال وحرب فتخوف عمر رضي الله عنه علي المسلمين وكره ذلك فلم يزل به عمرو يعظم امرها واموالها ويستصغر حرب اهلها وعجزهم ويهون عليه امرها حتي ركن لذلك عمر رضي الله عنه فعقد له علي اربعة الاف كلهم من عك ويقال بل ثلاثة الاف وخمسماءة قال حدثنا ابو الاسود النضر بن عبد الله او ابن عبد الجبار وهو الصحيح قال حدثنا ابن لهيعة عن يزيد بن ابي حبيب ان عمرو ابن العاص دخل مصر بثلاثة الاف وخمسماءة وان عمر بن الخطاب رضي الله عنه قال له سر وانا مستخير الله تعالي في سيرك وسياتيك كتابي سريعا ان شاء الله تعالي فان ادركك كتابي امرك فيه بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف قافلا وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو ولم يشعر به احد من الناس واستخار عمر رضي الله عنه الله تعالي فكانه تخوف علي المسلمين في وجهتهم تلك فكتب الي عمرو بن العاص ان ينصرف بمن معه من المسلمين فادرك الكتاب عمرا وهو بمنزلة رفح فتخوف عمرو من اخذ الكتاب ان هو اخذه ,212,1474,Sham19Y0018147,0736IbnDawadari.KanzDurar,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,2386,Shamela0023735-ara1.mARkdown,المسلمين وكره ذلك فلم يزل عمرو بن العاص يعظم امرها عنده ويخبره بحالها ويهون عليه امرها في فتحها حتي ركن عمر ابن الخطاب لذلك فعقد له علي اربعة الاف رجل كلهم من عك قال ابو عمر الكندي انه سار ومعه ثلاثة الاف وخمسماءة ثلثهم من غافق فقال له سر وانا مستخير الله تعالي في تسييرك وسياتيك كتابي سريعا ان شاء الله تعالي فان لحقك كتابي امرك فيه بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف وان دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو بن العاص بالمسلمين واستخار عمر بن الخطاب الله تعالي فكانه تخوف علي المسلمين فكتب الي عمرو يامره ان ينصرف فوصل اليه الكتاب وهو برفح فلم ياخذ الكتاب من الرسول ودافعه حتي نزل العريض فقيل له انها من مصر فدعا بالكتاب وقراه علي المسلمين وقال لمن معه تعلمون ان هذه القرية من مصر قالوا نعم قال فان امير المءمنين عهد الي ان لحقني كتابه ولم ادخل ارض مصر ان ارجع وقد دخلت ارض مصر فسيروا علي بركة الله ,1,853,Shamela0023735,0626YaqutHamawi.MucjamBuldan,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,63,Shamela0011684-ara1.completed,ذكر فتح مصر قال عبد الرحمن بن عبد الله بن عبد الحكم لما كان سنة من الهجرة في خلاقة عمر بن الخطاب رضه وقدم عمر رضه الجابية خلا به عمرو ابن العاص وقد كان دخل مصر في الجاهلية وجري له بها خبر الكرة ا فكان عمرو بن العاص يعرف احوال مصر فجعل يعظم عند عمر بن الخطاب امرها ويعرفه بكثرة جبايتها ويهون عليه امرها وفتحها حتي ركن لذلك عمر رضه فعقد له علي وجهزهم معه وقال له سر وانا مستخير الله تعالي وسياتيك كتابي سريعا بما اري ان شاء الله تعالي فان ادركك كتابي امرك فيه بالانصراف قبل ان تدخل ارض مصر فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصر به فسار عمرو بن العاص في جوف الليل ولم يشعر به احد ثم استخار عمر فكانه تخوف علي المسلمين فكتب الي عمر ويامره بالانصراف بمن معه فادركه الكتاب وهو في رفح فتخوف عمرو ان قرا الكتاب يكون فيه الامر بالانصراف فلم ياخذ الكتاب من الرسول ودافعه حتي نزل قرية فيما بين رفح والعريش فسال عنها فقيل له انها من ارض مصر فدعا بالكتاب فقراه علي المسلمين ثم قال لهم الستم تعلمون ان هذه القرية من ارض مصر فقالوا بلي فقال لهم ان امير المءمنين عهد الي ان لحقني كتابه وانا لم ادخل ارض مصر ان ارجع بمن معي وان كتابه لم يلحقني حتي دخلت ارض مصر فسيروا علي بركة الله ,257,1357,Shamela0011684,0600KatibMarrakushi.Istibsar,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,4,JK001330-ara1.mARkdown,علي اربعة الاف رجل كلهم من عك ويقال بل ثلاثة الاف وخمسماءة وقال له عمر سر وانا مستخير الله في مسيرك وسياتيك كتابي سريعا ان شاء الله تعالي فان ادركك كتابي امرك فيه بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو بن العاص من جوف الليل ولم يشعر به احد من الناس فاستخار عمر وكاتبه يتخوف علي المسلمين بالرجوع فادرك الكتاب عمرا وهو برفح فتخوف عمرو ان هو اخذ الكتاب وفتحه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول ودافعه وسار كما هو حتي نزل قرية فيما بين رفح والعريش فسال عنها فقيل انها من ارض مصر فدعا بالكتاب وقراه علي المسلمين فقال عمرو لمن معه الستم تعلمون ان هذه القرية من ارض مصر قالوا بلي قال فان امير المءمنين عهد الي وامرني ان لحقني كتابه ولم ادخل ارض مصر ان ارجع ولم يلحقني كتابه حتي دخلنا ارض مصر فسيروا وامضوا علي بركة الله وقيل غير ذلك وهو ان ,1,855,JK001330,0874IbnTaghribirdi.NujumZahira,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,350,Shamela0023849-ara1.mARkdown,ذكر فتح مصر قال عبد الرحمان بن عبد الله بن عبد الحكم لما كانت سنة ثماني عشرة وقدم عمر رضي الله عنه الجابية خلا به عمرو بن العاص وكان قد دخل مصر في الجاهلية وديارها وعرف احوالها فجعل يعظم عنده امرها ويهون عليه فتحها حتي ركن لذلك عمر وعقد له علي اربعة الاف رجل كلهم من عكة ويقال ثلثهم من غافق فقال له عمر سيروا وانا مستخير الله وسياتيك كتابي سريعا ان شاء الله فان ادركك كتابي امرك فيه بالانصراف عن ارض مصر قبل ان تدخلها فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك فاستعن بالله واستنصره فسار عمرو بن العاص من جوف الليل ولم يشعر به احد واستخار عمر رضه فكانه تخوف علي المسلمين فكتب الي عمرو ان ينصرف بمن معه وادركه الكتاب وهو برفح فتخوف عمرو ان قرا الكتاب ان يكون فيه امر بالانصراف كما عهد اليه فلم ياخذ الكتاب من الرسول ودافعه حتي نزل قرية فيما بين رفح والعريش فسال عنها فقيل له انها من مصر فدعا بالكتاب فقراه علي المسلمين ثم قال عمرو لمن معه الستم تعلمون ان هذه القرية من مصر فقالوا بلي قال لهم فان امير المءمنين عهد الي ان لحقني كتابه ولم ادخل ارض مصر ان ارجع ,510,1476,Shamela0023849,0487AbuCubaydBakri.MasalikWaMamalik,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,659,Shamela0011566-ara1.completed,لما قدم عمر بن الخطاب رضي الله عنه الجابية قام اليه عمرو بن العاص فخلا به فقال يا امير المءمنين اءذن لي ان اسير الي مصر وحرضه عليها وقال انك ان فتحتها كانت قوة للمسلمين وعونا لهم وهي اكثر الارض اموالا واعجز عن القتال والحرب فتخوف عمر بن الخطاب وكره ذلك فلم يزل عمرو يعظم امرها عند عمر بن الخطاب ويخبره بحالها ويهون عليه فتحها حتي ركن لذلك فعقد له علي اربعة الاف رجل كلهم من عك ويقال بل ثلاثة الاف وخمسماءة وقال له عمر سر وانا مستخير الله في مسيرك وسياتيك كتابي سريعا ان شاء الله تعالي فان ادركك كتابي امرك فيه بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو بن العاص من جوف الليل ولم يشعر به احد من الناس واستخار عمر الله فكانه تخوف علي المسلمين في وجههم ذلك فكتب الي عمرو بن العاص ان ينصرف بمن معه من المسلمين فادرك عمرا الكتاب اذ هو برفج فتخوف عمرو ان هو اخذ الكتاب وفتحه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول ودافعه وسار كما هو حتي نزل قرية فيما بين رفج والعريش فسال عنها فقيل انها من مصر فدعا بالكتاب فقراه علي المسلمين فقال عمرو لمن معه ,446,1497,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,976,Shamela0009770-ara1.completed,قدم عمر بن الخطاب رضي الله عنه الجابية خلا به عمرو وقال يا امير المءمنين ايذن لي فاسير الي ارض مصر فانك ان فتحتها كانت قوة للمسلمين وعونا لهم وهي اكثر الارضين اموالا واعجزه عن القتال فتخوف عمر وكره ذلك فلم يزل عمرو بن العاص يعظم امرها في نفسه ويخبره بحالها ويهون عليه فتحها حتي ركن لذلك عمر فعقد له علي اربعة الاف رجل كلهم من عك وقال سيروا وانا مستخير الله في مسيرك وسياتيك كتابي سريعا فان لحقك كتابي امرك فيه بالانصراف فانصرف وان دخلتها قبل ان ياتيك كتابي ثم جاءك فامض لوجهتك واستعن بالله فاستنصره فمضي عمرو من جوف الليل ولم يشعر به احد من الناس واستخار عمر ربه فكانه تخوف علي المسلمين في وجههم ذلك فكتب الي عمرو بن العاص ان انصرف بمن معك من المسلمين ان ادركك كتابي قبل ان تدخل مصر فادرك الكتاب عمرا وهو برفح فتخوف ان هو اخذه فقراه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول وسار كما هو حتي مر بقرية صغيرة فيما بين رفح والعريش فسال عنها فقيل انها من مصر فدعا بالكتاب فقراه ,624,1518,Shamela0009770,0634AbuRabicHimyari.Iktifa,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,950,Shamela0001043-ara1.mARkdown,رضي الله عنه يعرف احوال مصر فجعل عمرو يعظم عند عمر بن الخطاب رضي الله عنهما امرها ويعرفه بكثرة جبايتها ويهون عليه فتحها حتي ركن عمر رضي الله عنه الي قوله فعقد له علي اربعة الاف وجهزهم معه وقال له سر وانا استخير الله تعالي وسياتيك كتابي سريعا بما اري ان شاء الله تعالي فان ادركك كتابي امرك به بالانصراف قبل ان تدخل ارض مصر فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو بن ,1152,1561,Shamela0001043,0900AbuCabdAllahHimyari.RawdMictar,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,25769909659,11,63,Shamela0011404-ara1.completed,وعونا لهم وهي اكثر الارض اموالا واعجزها عن القتال والحرب فتخوف عمر بن الخطاب علي المسلمين وكره ذلك فلم يزل عمرو يعظم امرها عند عمر بن الخطاب ويخبره بحالها ويهون عليه فتحها حتي ركن لذلك عمر فعقد له علي اربعة الاف رجل كلهم من عك ويقال بل ثلاثة الاف وخمسماءة حدثنا ابو الاسود النضر بن عبد الجبار حدثنا ابن لهيعة عن يزيد بن ابي حبيب ان عمرو بن العاص دخل مصر بثلاثة الاف وخمسماءة حدثنا عبد الملك بن مسلمة عن ابن لهيعة عن يزيد بن ابي حبيب مثله الا انه قال ثلثهم غافق قال ثم رجع الي حديث عثمان قال فقال له عمر سر وانا مستخير الله في مسيرك وسياتيك كتابي سريعا ان شاء الله فان ادركك كتابي امرك فيه بالانصراف عن مصر قبل ان تدخلها او شيءا من ارضها فانصرف وان انت دخلتها قبل ان ياتيك كتابي فامض لوجهك واستعن بالله واستنصره فسار عمرو بن العاص من جوف الليل ولم يشعر به احد من الناس واستخار عمر الله فكانه تخوف علي المسلمين في وجههم ذلك فكتب الي عمرو بن العاص ان ينصرف بمن معه من المسلمين فادرك الكتاب عمرا وهو برفح فتخوف عمرو بن العاص ان هو اخذ الكتاب وفتحه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول ودافعه وسار كما هو حتي نزل قرية فيما بين رفح والعريش فسال عنها فقيل انها من مصر فدعا بالكتاب فقراه علي المسلمين فقال عمرو لمن معه الستم تعلمون ان هذه القرية من مصر قالوا بلي قال فان امير المءمنين عهد الي وامرني ان لحقني كتابه ولم ادخل ارض مصر ان ارجع ولم يلحقني كتابه حتي دخلنا ارض مصر فسيروا وامضوا علي بركة الله ويقال بل كان عمرو بفلسطين فتقدم باصحابه الي مصر بغير اذن فكتب فيه الي عمر فكتب اليه عمر وهو دون العريش فحبس الكتاب فلم يقراه حتي بلغ العريش فقراه فاذا فيه من عمر ,1,1484,Shamela0011404,0257IbnCabdHakam.FutuhMisr,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,103079293530,4,699,Sham19Y0018147-ara1.completed,الرسول وفتحه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول ودافعه وسار لوجهه حتي نزل قرية فيما بين رفح والعريش فسال عنها فقيل انها من مصر فدعي بالكتاب فقراه علي المسلمين فقال عمرو لمن معه ,4,209,Sham19Y0018147,0736IbnDawadari.KanzDurar,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.3,103079293530,4,659,Shamela0011566-ara1.completed,الكتاب وفتحه ان يجد فيه الانصراف كما عهد اليه عمر فلم ياخذ الكتاب من الرسول ودافعه وسار كما هو حتي نزل قرية فيما بين رفج والعريش فسال عنها فقيل انها من مصر فدعا بالكتاب فقراه علي المسلمين فقال عمرو لمن معه ,1291,1497,Shamela0011566,0845Maqrizi.Mawaciz,,
