result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,5686,Shamela0003722-ara1.completed,وقال علي بن المديني سمعت سفيان ذكر قبيصة بن جابر فقال اختاره اهل الكوفة وافدا الي عثمان وقال يعقوب بن سفيان الفارسي في تسمية امراء اصحاب علي يوم الجمل قال وعلي خيول بني اسد قبيصة بن جابر وقال عبد الملك نب عمير عن قبيصة بن جابر الا اخبركم عن من صحبت صحبت عمر بن الخطاب فما رايت احدا افقه في كتاب الله ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي لجزيل عن غير مسالة منه وصحبت عمرو ابن العاص فما رايت احدا انصع ظرفا او اتم ظرفا منه وصحبت معاوية فما رايت احدا اكثر حلما ولا ابعد اناة منه وصحبت زيادا فما رايت احدا اكرم جليسا ولا اخصب رفيقا منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج من ابوابها كلها وقال عبد الملك بن عمير عن قبيصة بن جابر ايضا ان عمر بن الخطاب قال له في قصة ذكرها يا قبيصة اني اراك شابا فصيح اللسان فسيح الصدر وان الرجل قد يكون فيه عشر خصال تسع منها حسنة وواحدة سيءة فتفسد الواحدة التسع فاياك وعثرات اللسان وفي رواية وعثرات الشباب قال الهيثم بن عدي مات في زمن مصعب بن الزبير وقال محمد بن قيس بن الربيع الاسدي عن ابيه مات قبل الحماجم وقال خليفة بن خياط في التاريخ مات في ولاية مصعب بن الزبير بالعراق ,1,1076,Shamela0003722,0742Mizzi.TahdhibKamal,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,380,Shamela0006446-ara1,احمد بن اسماعيل حدثنا محمد بن غالب بن حرب بن زكريا حدثنا سفيان حدثنا مجالد عن الشعبي عن قبيصة بن جابر قال صحبت عمر بن الخطاب رضي الله عنه فما رايت رجلا اقرا لكتاب الله منه وافقه في دين الله ولا احسن مدارسة منه ,904,1114,Shamela0006446,0535QawwamSunna.HujjaFiBayanMahajja,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,161,Sham19Y0014045-ara1,احسن مدارة منه وصحبت طلحة بن عبد الله فما رايت رجلا اعطي الجزيل عن غير مسالة منه وصحبت معاوية بن ابي سفيان فما رايت رجلا اوسع حلما منه وصحبت عمرو بن العاص فما رايت رجلا اغض طرفا ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج منها الا بالمكر لخرج من ابوابها كلها رضي ,1,322,Sham19Y0014045,0880IbnAhmadShamsDinAsyuti.IthafAkhissa,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2,Shamela0026743-ara1,حدثنا علي بن المديني حدثنا سفيان بن عيينة ح وحدثنا العباس بن الفضل الاسفاطي حدثنا موسي بن اسماعيل حدثنا جرير بن حازم كلاهما عن عبد الملك بن عمير عن قبيصة بن جابر قال الا اخبركم عن من صحبت صحبت عمر بن الخطاب فما رايت رجلا افقه في كتاب الله ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي لجزيل مال من غير مسالة منه وصحبت عمرو بن العاص فما رايت انصع ظرفا ولا اشد جلدا منه وصحبت معاوية فما رايت رجلا اعظم حلما ولا اكثر سءددا ولا ابعد اناة ولا الين مخرجا منه ص وصحبت المغيرة بن شعبة فما رايت رجلا اهم عند المعرفة ولو ان مدينة لها ابواب لا يخرج من كل باب الا بالمكر لخرج من ابوابها كلها وصحبت زيادا فما رايت احدا اكرم جليسا ولا اخصب رفيقا منه حدثنا ابو عمر الضرير حدثنا احمد بن يونس حدثنا ابو معاوية عن يزيد بن مردانبة عن ابن المحجل عن ابيه قال ,538,1293,Shamela0026743,0360Tabarani.ZiyadatFiJudWaSakha,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,36,Shamela0006449-ara1,حدثنا حبيب بن الحسن ثنا خليفة بن عمر ثنا الحميدي ثنا سفيان ثنا خالد عن الشعبي عن قبيصة بن جابر قال صحبت عمر بن الخطاب رضي الله عنه فما رايت اقرا لكتاب الله تعالي ولا افقه في دين الله ولا احسن مدارة منه ,1055,1257,Shamela0006449,0430AbuNucaymIsbahani.ImamaWaRaddCalaRafida,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,17180046994,6,18145,JK000916-ara1.mARkdown,يزيد نا موسي هو ابن علي قال سمعت ابي يقول حدثني ابو قيس مولي عمرو بن العاص ان عمرو بن العاص كان يسرد الصوم وقل ما كان يصيب من العشاء اول الليل اكثر ما كان يصيب من السحر قال وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكلة السحر ,654,925,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,17180046994,6,1511,Shamela0010906-ara1.mARkdown,حدثنا ابي حدثني ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكلة السحر ابن عيينة حدثنا عمرو اخبرني مولي لعمرو بن العاص ,715,962,Shamela0010906,0748Dhahabi.SiyarAclamNubala,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,17180046994,6,2071,Shamela0021809-ara1.mARkdown,يزيد حدثنا موسي سمعت ابي يقول حدثني ابو قيس مولي عمرو بن العاص ان عمرو بن العاص كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر ما كان يصيب من السحر قال وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكله السحر ,1104,1362,Shamela0021809,0774IbnKathir.JamicMasanid,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,17180046994,6,48,JK001330-ara1.mARkdown,بن رباح حدثنا انا ابي حدثنا ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر ما كان ياكل في السحر وقال ,489,633,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,17180046994,6,3271,Shamela0025794-ara1.mARkdown,الغربان حدثنا يزيد حدثنا موسي قال سمعت ابي يقول حدثني ابو قيس مولي عمرو بن العاص ان عمرو بن العاص كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر ما كان يصيب من السحر قال وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكلة السحر حدثنا عبد الله بن يزيد قال حدثنا موسي قال سمعت ابي يقول كنت عند عمرو بن العاص ,742,1096,Shamela0025794,0241IbnHanbal.Musnad,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129757990,2,1046,Shamela0035100-ara1.mARkdown,هذا وخالق عمرو بن العاص واحد وقال مجالد عن الشعبي عن قبيصة بن جابر قال صحبت عمر فما رايت رجلا اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي لجزيل منه من غير مسالة وصحبت معاوية فما رايت احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن رباح قال حدثنا ابي قال حدثنا ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر مما كان ياكل من السحر وقال عمرو بن دينار وقع بين المغيرة بن شعبة وبين عمرو بن العاص كلام فسبه المغيرة فقال عمرو يا لهصيص ايسبني ابن شعبة فقال عبد الله ابنه انا لله دعوت بدعوي القباءل وقد نهي عنها فاعتق ثلاثين رقبة وقال عمرو بن دينار اخبرني مولي لعمرو بن العاص ان عمرا ,91,958,Shamela0035100,0748Dhahabi.TarikhIslam,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129757990,2,48,JK001330-ara1.mARkdown,هذا وخالق عمرو بن العاص واحد وقال مجالد عن الشعبي عن قبيصة عن جابر قال صحبت عمر بن الخطاب فما رايت اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي للجزيل منه من غير مسءلة وصحبت معاوية فما رايت رجلا احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع ظرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن رباح حدثنا انا ابي حدثنا ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر ما كان ياكل في السحر وقال عمرو بن دينار وقع بين المغيرة بن شعبة وبين عمرو بن العاص كلام فسبه المغيرة فقال عمرو يا ال هصيص ايسبني ابن شعبة فقال عبد الله ابنه انا لله دعوت بدعوي القباءل وقد نهي عنها فاعتق عمرو ثلاثين رقبة انتهي كلام الذهبي باختصار قلت ولما ولي عمرو بن العاص مصر ,1,884,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,4155,Shamela0010283-ara1.mARkdown,المسلمون منزلا يحول بيني وبينهم الماء في شتاء ولا صيف فتحول عمرو من الاسكندرية الي الفسطاط وانما سميت الفسطاط لان عمرو بن العاص لما توجه الي الاسكندرية امر بنزع فسطاطه فاذا فيه يمام قد فرخ فقال عمرو لقد تحرم منا بمتحرم فامر به فاقر في موضعه واوصي به صاحب القصر فلما قفل المسلمون من الاسكندرية قالوا اين ننزل قالوا الفسطاط يريدون فسطاط عمرو وكان مضروبا في موضع دار عمرو بن العاص التي عمرت بعد واختط عمر والمسجد الجامع العمري وكان ما حوله حداءق واعناب فنصبوا الحبال حتي استقامت لهم ووضعوا ايديهم فلم يزل عمرو قاءما حتي وضعوا القبلة واتخذ عمرو في المسجد منبرا فكتب اليه عمر بن الخطاب رضي الله عنه اما بعد فانه بلغني انك اتخذت منبرا ترقي ,1,635,Shamela0010283,0733Nuwayri.NihayatArab,x,Uncited parralel?
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,48,JK001330-ara1.mARkdown,عمرو بن العاص مصر ودخلها سكن الفسطاط ولسبب تسمية مصر بالفسطاط اقوال كثيرة منها ان عمرا لما اراد التوجه لفتح الاسكندرية امر بنزع فسطاطه اعني خيمته فاذا فيه يمامة قد فرخت فقال عمرو لقد تحرم منا بمتحرم فامر به فاقر كما هو واوصي به صاحب القصر فلما قفل المسلمون من الاسكندرية قالوا اين ننزل قالوا الفسطاط يعنون فسطاط عمرو الذي خلفه بمصر مضروبا لاجل اليمامة فغلب عليه ذلك وكان موضع الفسطاط المذكور موضع الدار التي تعرف اليوم بدار الحصار عند دار عمرو الصغيرة بمصر وقال الشريف محمد بن سعد الجواني كان فسطاطه عمرو عند درب حمام شمول بخط الجامع اه ولما رجع عمرو من الاسكندرية في سنة احدي وعشرين او غيرها نزل موضع فسطاطة وتنافست القباءل بعضها مع بعض في المواضع ,866,1515,JK001330,0874IbnTaghribirdi.NujumZahira,x,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,353,Shamela0023849-ara1.mARkdown,وهي مدينة مصر اليوم وانما سميت مصر الفسطاط لان عمرو بن العاص لما اراد التوجه الي الاسكندرية لقتال من بها من الروم امر بنزع فسطاطه فاذا فيه بمام قد فرخ فقال عمرو رضه لقد تحرم منا بمتحرم فامر بالفسطاط فاقر كما هو واوصي به ,1363,1583,Shamela0023849,0487AbuCubaydBakri.MasalikWaMamalik,,Sources of Jawwani?
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,679,Shamela0011566-ara1.completed,المكان الذي كان فيه فنزل البصرة وتحول عمرو بن العاص من الاسكندرية الي الفسطاط قال وانما سميت الفسطاط لان عمرو بن العاص لما اراد التوجه الي الاسكندرية لقتال من بها من الروم امر بنزع فسطاطه فاذا فيه يمام قد فرخ فقال عمرو لقد تحرم منا بمتحرم فامر به فاقر كما هو واوصي به صاحب القصر فلما قفل المسلمون من الاسكندرية قالوا اين ننزل قالوا الفسطاط لفسطاط عمرو الذي كان خلفه وكان مضروبا في موضع الدار التي تعرف اليوم بدار الحصار عند دار عمرو الصغيرة قال الشريف محمد بن اسعد الجواني كان فسطاط عمرو عند درب حمام شمول بخط الجامع ,1,518,Shamela0011566,0845Maqrizi.Mawaciz,x,Shared quotation of Jawwani plus shared material prior to Jawwani - Ibn Tagh possibly copying from Maqrizi
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,251,Shamela0023718-ara1.mARkdown,المءمنين النيل فكتب عمر الي عمرو اني لا احب ان ينزل المسلمون منزلا يحول الماء بيني وبينهم في شتاء ولا صيف فتحول عمرو من الاسكندرية الي الفسطاط قال عبد الرحمن وغيره وانما سميت الفسطاط لان عمرو بن العاص لما اراد التوجه الي الاسكندرية لقتال من بها من الروم امر بنزع فسطاط فاذا فيه يمام قد فرخ فقال عمرو لقد تحرم بمتحرم فامر به فاقر كما هو واوصي به صاحب قصر الشمع فلما قفل المسلمون من الاسكندرية قالوا اين ننزل فقال بعضهم الفسطاط لفسطاط عمرو الذي كان خلفه فنزلوا ووضعوا ايديهم في البناء ولم يزل عمرو قاءما حتي وضعوا قبلة المسجد ,697,1221,Shamela0023718,0346Mascudi.TanbihWaIshraf,,Sources of Jawwani?
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,954,Shamela0001043-ara1.mARkdown,وهي مدينة مصر اليوم وانما سميت مدينة مصر الفسطاط لان عمرو بن العاصي رضي الله عنه حين دخل مصر وضرب فسطاطه بذلك الموضع فلما اراد التوجه الي الاسكندرية لقتال من بها من الروم امر بنزع الفسطاط فاذا فيه حمام قد افرخ فقال عمرو رضي الله عنه لقد تحرم هذا منا بمحرم فامر بالفسطاط فاقر مكانه واوصي عليه فلما قفل المسلمون من الاسكندرية بعد فتحها قال الناس اين ننزل فقيل الفسطاط لفسطاط عمرو الذي تركه في المنزل بمصر ثم بدا عمرو بن العاصي رضي الله عنه ببناء المسجد وكان في موضعه حداءق واعناب فقطعها ووضعوا ايديهم في البناء فلم يزل عمرو ومن حضر من اصحاب رسول الله صلي الله عليه وسلم قياما حتي وضعت القبلة فلما اتمه اتخذ فيه منبرا فكان يخطب عليه فوصل ذلك الي عمر بن الخطاب رضي الله عنه فكتب الي عمرو بن العاصي اما بعد فانه بلغني انك اتخذت منبرا ترقي ,824,1558,Shamela0001043,0900AbuCabdAllahHimyari.RawdMictar,x,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,77309624923,9,98,Shamela0011404-ara1.completed,المكان الذي كان فيه فنزل البصرة وتحول عمرو بن العاص من الاسكندرية الي الفسطاط قال وانما سميت الفسطاط كما حدثنا ابي عبد الله بن عبد الحكم وسعيد بن عفير ان عمرو بن العاص لما اراد التوجه الي الاسكندرية لقتال من بها من الروم امر بنزع فسطاطه فاذا فيه يمام قد فرخ فقال عمرو بن العاص لقد تحرم منا بمتحرم فامر به فاقر كما هو واوصي به صاحب القصر فلما قفل المسلمون من الاسكندرية فقالوا اين ننزل قالوا ,1088,1479,Shamela0011404,0257IbnCabdHakam.FutuhMisr,,Sources of Jawwani?
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,18145,JK000916-ara1.mARkdown,مجالد بن سعيد عن الشعبي عن قبيصة بن جابر قال صحبت عمر بن الخطاب فما رايت رجلا اقرالكتاب الله ولا افقه في دين الله ولا احسن مداراة منه وصحبت طلحة بن عبيدالله فما رايت رجلا اعطي لجزيل عن غير مسالة منه وصحبت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانيه منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بالمكر لخرج من ابوابها كلها ,96,555,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,1511,Shamela0010906-ara1.mARkdown,مجالد عن الشعبي عن قبيصة بن جابر صحبت عمر فما رايت اقرا لكتاب الله منه ولا افقه ولا احسن مداراة منه وصحبت طلحة فما رايت اعطي لجزيل من غير مسالة منه وصحبت معاوية فما رايت احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا منه وصحبت المغيرة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها ,351,703,Shamela0010906,0748Dhahabi.SiyarAclamNubala,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,1046,Shamela0035100-ara1.mARkdown,وقال مجالد عن الشعبي عن قبيصة بن جابر قال صحبت عمر فما رايت رجلا اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي لجزيل منه من غير مسالة وصحبت معاوية فما رايت احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال ,120,556,Shamela0035100,0748Dhahabi.TarikhIslam,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,48,JK001330-ara1.mARkdown,وقال مجالد عن الشعبي عن قبيصة عن جابر قال صحبت عمر بن الخطاب فما رايت اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي للجزيل منه من غير مسءلة وصحبت معاوية فما رايت رجلا احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع ظرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال ,30,477,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,1911,Sham19Y0149213-ara1,وقيس بن سعد والمغيرة بن شعبة وعبد الله بن بديل بن ورقاء الخزاعي وكان مع علي ابن بديل وقيس واعتزل المغيرة وقال مجالد عن الشعبي عن قبيصة بن جابر قال صحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال ابن ,299,556,Sham19Y0149213,0748Dhahabi.TadhhibTahdhib,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,60129758002,6,109,Shamela0001585-ara1.mARkdown,وقيس بن سعد بن عبادة وعبد الله بن بديل بن ورقا قال الاصمعي كان معاوية يقول انا للاناة وعمرو للبداهة وزياد للصغار والكبار والمغيرة للامر العظيم قال قبيصة بن جابر ما رايت اعطي الجزيل مال من غير سلطان من طلحة بن عبيد الله ولا رايت اثقل حلما ولا اطول اناة من معاوية ولا رايت اغلب للرجال ولا ابذلهم حين يجتمعون من عمرو بن العاص ولا اشبه سرا بعلانية من زياد ولو ان المغيرة كان في مدينة لها ثمانية ابواب لا يخرج من باب منها الا بالمكر لخرج من ابوابها كلها وقال ابو ,23,481,Shamela0001585,0520IbnMuhammadTurtushi.SirajMuluk,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,34359780312,3,1046,Shamela0035100-ara1.mARkdown,المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن ,455,571,Shamela0035100,0748Dhahabi.TarikhIslam,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,34359780312,3,48,JK001330-ara1.mARkdown,المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن ,376,492,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,34359780312,3,6944,Shamela0003722-ara1.completed,المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال ضمرة بن ربيعة عن ,1109,1227,Shamela0003722,0742Mizzi.TahdhibKamal,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,292058005011,2,49,JK001330-ara1.mARkdown,استخلف في احديهما زكريا بن جهم العبدري وفي الثانية ابنه عبد الله فلما قدم عمرو علي عثمان ساله عزل عبد الله بن سعد ابن ابي سرح عن صعيد مصر وكان عمر قد ولاه صعيد مصر فامتنع عثمان من ذلك وعزله عن مصر وعقد لعبد الله بن سعد بن ابي سرح علي مصر كلها مضافة للصعيد وغيره فكانت ولاية عمرو بن العاص علي مصر في المرة الاولي اربع سنين واشهرا ,974,1303,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,292058005011,2,686,Shamela0011566-ara1.completed,استخلف في احداهما زكريا بن جهم العبدري وفي الثانية ابنه عبد الله وتوفي عمر رضي الله عنه في ذي الحجة سنة ثلاث وعشرين وبويع امير المءمنين عثمان بن عفان رضي الله عنه فوفد عليه عمرو وساله عزل عبد الله بن سعد بن ابي سرح عن صعيد مصر وكان عمر ولاه الصعيد فامتنع من ذلك عثمان وعقد لعبد الله بن سعد علي مصر كلها فكانت ولاية عمرو علي مصر صلاتها وخراجها منذ افتتحها الي ان صرف عنها اربع سنين واشهرا ,377,765,Shamela0011566,0845Maqrizi.Mawaciz,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,292058005012,3,49,JK001330-ara1.mARkdown,فولي عمرو بن العاص معاوية بن حديج التجيبي وشريك بن سمي الغطيفي وعمرو بن قحزم الخولاني وحيويل بن ناشرة المعافري علي الخطط وكانوا هم الذين نزلوا الناس وفصلوا بين القباءل وذلك في سنة احدي وعشرين ,1,193,JK001330,0874IbnTaghribirdi.NujumZahira,x,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,292058005012,3,680,Shamela0011566-ara1.completed,عمرو من الاسكندرية ونزل موضع فسطاطه انضمت القباءل بعضها الي بعض وتنافسوا في المواضع فولي عمرو علي الخطط معاوية بن خديج التجيبي وشريك بن سمي الغطيفي وعمرو بن قحزم الخولاني وحيويل بن ناشزة المغافري وكانوا هم الذين انزلوا الناس وفصلوا بين القباءل وذلك في سنة احدي وعشرين ,1,269,Shamela0011566,0845Maqrizi.Mawaciz,x,"Continuation of Jawwani quotation? - Citation of Jawwani much further up, a longer quotation"
