section,st_pos,mid_pos,w_count,date,century,25-y,Name
741,217891,218275.0,768,750,700,750,الحاج أرقطاي 
742,218659,218716.5,115,737,700,750,أزبك الحموي 
743,218774,218874.5,201,680,600,700,الحاج أزدمر الحمصي 
744,218975,219018.5,87,696,600,700,أزدمر العلائي 
745,219062,219255.5,387,754,700,775,أزدمر الكاشف الأعمى 
746,219449,219751.5,605,104,100,125,أسامة بن زيد التنوخي 
749,222078,222319.5,483,300,300,325,ابن قلا النصراني الكاتب 
750,222561,222584.5,47,610,600,625,ابن مراجل 
751,222608,222729.0,242,325,300,325,أبو يعقوب الشاشي 
752,222850,222883.5,67,711,700,725,نجم الدين الحلبي 
754,222945,223054.0,218,208,200,225,المؤتمن زوج السيدة نفيسة 
755,223163,223236.0,146,204,200,225,أبو نعيم ابن الفرات صاحب مالك 
757,223440,223505.0,130,363,300,375,إسحاق بن العازار الطبيب 
758,223570,223618.5,97,284,200,300,أبو يعقوب الأسفراييني 
759,223667,223731.0,128,297,200,300,إسحاق بن نصير الكاتب 
761,224549,224668.0,238,506,500,525,شمس الخلافة 
763,225464,225497.5,67,513,500,525,ابن شبل الإسكندراني 
764,225531,225566.0,70,715,700,725,الجلال القوصي الحنفي 
766,225683,225837.5,309,695,600,700,ابن السديد الكاتب 
769,226560,226685.0,250,682,600,700,مجد الدين ابن كسيرات 
772,227083,227199.5,233,652,600,675,علم الدين القنائي 
775,227712,227903.5,383,716,700,725,الشقي الأحول مستوفي الحاشية 
778,228291,228361.5,141,466,400,475,وزير الوزراء 
779,228432,228598.0,332,550,500,550,السناء الجواني 
783,229018,229312.0,588,606,600,625,ابن مماتي 
784,229606,229707.0,202,720,700,725,إسماعيل الكردي الزنديق 
786,230125,230208.0,166,546,500,550,الموفق الجلجولي 
789,231409,231482.0,146,510,500,525,الموفق الدمياطي ابن قادوس 
790,231555,231600.0,90,455,400,475,إسماعيل بن خلف الأندلسي 
792,231695,231743.0,96,739,700,750,تاج الدين ابن خليل الحنفي 
793,231791,231987.5,393,587,500,600,الموفق ابن المطران الطبيب 
795,233087,233185.0,196,445,400,450,الحافظ أبو سعد السمان 
796,233283,233333.5,101,700,700,725,عز الدين الإسنائي 
798,233448,233484.0,72,429,400,450,ابن راشد الحداد المقرئ 
801,234421,234452.5,63,599,500,600,ابن الزيات المصري 
803,234522,234630.0,216,337,300,350,ابن طباطبا الرسي 
804,234738,234767.5,59,665,600,675,إسماعيل الكوراني 
805,234797,235024.5,455,167,100,175,القاضي ابن اليسع الكندي 
809,235647,235679.5,65,720,700,725,فخر الدين الإمام الإسنائي 
810,235712,235733.5,43,572,500,575,أبو الطاهر الديباجي 
811,235755,235864.5,219,619,600,625,الحافظ تقي الدين الأنماطي 
812,235974,236044.0,140,280,200,300,أبو الحسن النحاس المقرئ 
815,236528,236769.0,482,325,300,325,أبو هاشم المقدسي قاضي مصر 
816,237010,237035.5,51,570,500,575,أبو الطاهر ابن عطية الجذامي 
817,237061,237209.5,297,132,100,150,إسماعيل ابن أبي المهاجر 
819,237436,237603.0,334,630,600,650,ابن أبي النمر 
820,237770,237807.5,75,635,600,650,سراج الدين المهدوي 
823,250009,250044.0,70,540,500,550,إسماعيل المحلي 
825,250250,250292.5,85,739,700,750,زين الدين السفطي 
826,250335,250403.5,137,681,600,700,الفخر ابن المليجي المقرئ 
828,250570,250599.5,59,777,700,800,سيف الدين البوبكري 
829,250629,251202.0,1146,711,700,725,أسندمر كرجي 
830,251775,251842.0,134,763,700,775,أسنبغا المحمودي 
831,251909,252000.5,183,761,700,775,أسندمر العمري 
832,252092,252134.5,85,749,700,750,أسندمر القليجي 
833,252177,252316.5,279,132,100,150,أسود بن نافع الفهري 
834,252456,253984.0,3056,154,100,175,أشعب الطماع 
836,256251,256350.5,199,86,0,100,أصبغ بن عبد العزيز الأموي 
837,256450,256762.5,625,225,200,225,أصبغ بن الفرج 
838,257075,257307.0,464,747,700,750,أصلم القبجاقي 
839,257539,258014.5,951,471,400,475,أطسز بن أوق الخوارزمي 
840,258490,258563.0,146,719,700,725,أغرلو العادلي 
841,258636,258943.0,614,748,700,750,أغرلو السيفي، شجاع الدين 
842,259250,259407.0,314,150,100,150,الأغلب بن سالم التميمي 
843,259564,259636.5,145,488,400,500,أفتكين التركي 
844,259709,259727.0,36,718,700,725,أقطوان الأشرفي 
845,259745,259811.5,133,362,300,375,أفلح الناشب 
846,259878,260049.5,343,702,700,725,آقوش العلائي القاري 
847,260221,260272.0,102,709,700,725,آقوش الرومي 
848,260323,260349.0,52,719,700,725,آقوش العتريس 
849,260375,260667.5,585,661,600,675,آقوش البرلي العزيزي 
850,260960,260965.5,11,710,700,725,"""قتال السبع"" "
851,260971,261041.5,141,699,600,700,آقوش كرجي المطروحي 
852,261112,261164.0,104,713,700,725,آقوش الكنجي 
853,261216,261234.5,37,678,600,700,آقوش الشهابي 
854,261253,262534.5,2563,716,700,725,آقوش الداودي الأفرم 
855,263816,263840.5,49,700,700,725,آقوش الشريفي 
856,263865,263898.5,67,679,600,700,آقوش ms0778 الشمسي 
857,263932,263950.5,37,690,600,700,آقوش الغتمي 
858,263969,264030.5,123,693,600,700,آقوش نميلة 
859,264092,264127.0,70,698,600,700,آقوش المغيثي نائب البيرة 
860,264162,265297.0,2270,736,700,750,آقوش الأشرفي نائب الكرك 
861,266432,266531.0,198,733,700,750,آق بغا الحسني 
862,266630,266855.5,451,744,700,750,آق بغا عبد الواحد 
863,267081,267133.5,105,759,700,775,آقجبا الحموي 
864,267186,267228.0,84,774,700,775,آق بغا الناصري الحسني 
865,267270,267457.5,375,748,700,750,آقسنقر الناصري 
866,267645,267761.5,233,740,700,750,آقسنقر الرومي شاد العمائر 
867,267878,267892.0,28,678,600,700,آقسنقر التتري 
868,267906,268042.0,272,744,700,750,آقسنقر السلاري 
869,268178,268676.5,997,726,700,750,كريم الدين الصغير 
870,269175,269622.0,894,65,0,75,أكدر بن حمام 
871,270069,270096.5,55,724,700,725,الآقوش المنصوري 
872,270124,270184.5,121,738,700,750,الأكوز الناصري 
873,270245,270447.5,405,702,700,725,البكي الساقي 
874,270650,270701.5,103,756,700,775,ابن أخي آل ملك 
875,270753,270894.5,283,732,700,750,الجاي الدوادار 
876,271036,271254.0,436,750,700,750,الجيبغا المظفري 
877,271472,271693.0,442,730,700,750,الدمر الناصري 
878,271914,271967.5,107,708,700,725,الطبرس المجنون المنصوري 
879,272021,272039.0,36,678,600,700,الطنبغا الحمصي 
880,272057,272198.0,282,693,600,700,الطنبغا الجمدار 
881,272339,272425.0,172,744,700,750,الطنبغا المارديني 
882,272511,272536.5,51,642,600,650,الطنبغا التركي 
883,272562,273321.0,1518,742,700,750,الطنبغا الحاجب 
884,274080,274111.0,62,745,700,750,الطنفش الجمالي 
885,274142,274307.0,330,734,700,750,ألماس الحاجب 
886,274472,274809.0,674,747,700,750,الحاج آل ملك 
889,275700,275915.0,430,723,700,725,أنص الملك المجاهد 
890,276130,276718.5,1177,433,400,450,أنوشتكين الدزبري 
891,277307,277670.0,726,410,400,425,أنوش الدرزي 
893,278489,278620.5,263,702,700,725,أوليا القرماني 
895,280187,280388.5,403,776,700,800,أويس المغلي 
896,280590,280686.0,192,711,700,725,أياي متملك النوبة 
898,280811,280822.5,23,687,600,700,أياز المقرئ 
900,280952,281038.5,173,633,600,650,أياز البانباشي 
901,281125,281267.0,284,750,700,750,فخر الدين أياز 
902,281409,281441.0,64,722,700,725,أيبك البغدادي 
903,281473,281521.0,96,713,700,725,أيبك الرومي المنصوري 
904,281569,281710.0,282,703,700,725,أيبك الحموي 
905,281851,281867.5,33,678,600,700,أيبك الشيخ 
906,281884,281921.5,75,680,600,700,أيبك الفخري 
907,281959,281982.5,47,690,600,700,أيبك العزي 
908,282006,282043.0,74,698,600,700,أيبك الموصلي 
909,282080,282219.5,279,709,700,725,أيبك الخزندار 
910,282359,282934.5,1151,695,600,700,أيبك الأفرم الصالحي النجمي 
911,283510,283585.0,150,707,700,725,أيبك الأشقر 
912,283660,283771.0,222,755,700,775,أيتمش الجمدار الناصري 
913,283882,283960.5,157,684,600,700,أيتمش السعيدي 
914,284039,284945.0,1812,736,700,750,أيتمش المحمدي 
915,285851,285947.0,192,715,700,725,آي دغدي شقير 
916,286043,286089.0,92,729,700,750,آي دغدي الخوارزمي 
917,286135,286226.0,182,705,700,725,آي دغدي الشهرزوري 
918,286317,286339.5,45,728,700,750,آي دغدي التليلي 
919,286362,286386.0,48,680,600,700,آي دغمش الحكيمي 
920,286410,286600.5,381,743,700,750,آي دغمش الناصري 
921,286791,286880.5,179,684,600,700,أيدكين البندقدار 
922,286970,286990.0,40,690,600,700,أيدكين الصالحي 
923,287010,287098.0,176,735,700,750,أيدكين [الأزكشي] البريدي والي القاهرة 
924,287186,287594.5,817,702,700,725,أيدمر القشاش 
925,288003,288042.0,78,667,600,675,أيدمر الحلي 
926,288081,288217.0,272,708,700,725,أيدمر الرشيدي 
927,288353,288389.5,73,707,700,725,أيدمر السناني 
928,288426,288517.0,182,776,700,800,أيدمر الناصري الدوادار 
929,288608,288658.0,100,783,700,800,أيدمر الشمسي الناصري 
930,288708,289251.5,1087,648,600,650,أيدمر التركي المحيوي 
931,289795,289826.5,63,740,700,750,أيدمر الدوادار 
932,289858,289942.5,169,676,600,700,أيدمر العلاني 
933,290027,290191.0,328,700,700,725,أيدمر الظاهري 
934,290355,290400.5,91,702,700,725,أيدمر العزي 
935,290446,290482.5,73,702,700,725,أيدمر الرفاء 
936,290519,290574.0,110,760,700,775,أيدمر العلائي الزراق 
937,290629,290985.5,713,737,700,750,أيدمر الخطيري 
939,291394,291459.5,131,748,700,750,أيدمر الزراق 
940,291525,291530.0,10,734,700,750,"أيدمر""دقماق"" "
941,291535,291619.5,169,773,700,775,أيدمر الشيخي 
942,291704,292443.5,1479,86,0,100,أيمن بن خريم 
944,293260,293291.0,62,740,700,750,نجم الدين الكردي، والي القاهرة 
945,293322,293658.0,672,568,500,575,أيوب بن شاذي، والد صلاح الدين 
946,293994,294171.0,354,101,100,125,أيوب بن شرحبيل الأصبحي 
947,294348,294354.0,12,761,700,775,أيوب الراشدي 
948,294360,294450.0,180,727,700,750,أيوب الملك الصالح صاحب كيفا 
949,294540,294600.5,121,370,300,375,باديس بن زيري 
950,294661,294696.0,70,616,600,625,بارزطغاي الغزي 
952,294926,295034.0,216,716,700,725,باينجار المنصوري 
953,295142,295160.5,37,721,700,725,باورد بن براجوا 
954,295179,295206.0,54,696,600,700,بتخاص العادلي 
955,295233,295329.5,193,710,700,725,بتخاص المنصوري نائب صفد 
956,295426,295594.0,336,328,300,350,بجكم الأعور 
957,295762,295775.0,26,803,800,825,بجاس النوروزي 
964,298546,298664.0,236,357,300,375,بدر الإخشيدي 
966,298916,298947.5,63,576,500,600,بدر الحبشي 
967,298979,299287.5,617,711,700,725,برلغي الأشرفي 
968,299596,299655.0,118,749,700,750,برلغي الصغير 
970,299904,299926.0,44,608,600,625,برغش العادلي 
971,299948,301130.5,2365,86,0,100,بسر بن أرطاة 
972,302313,302603.0,580,388,300,400,بشارة الإخشيدي الخادم 
973,302893,303445.0,1104,742,700,750,بشتاك الناصري 
974,303997,304078.0,162,527,500,550,بشر بن الحسن 
975,304159,304782.5,1247,75,0,75,بشر بن مروان الأموي 
976,305406,305442.0,72,131,100,150,بشر بن أوس الجرشي 
977,305478,305639.0,322,109,100,125,بشر بن صفوان 
978,305800,306006.0,412,302,300,325,"بشر بن نصر""غلام عرق"" "
979,306212,306289.0,154,98,0,100,البعيث المجاشعي 
980,306366,306443.0,154,737,700,750,بغا الصغير 
984,310017,310360.5,687,706,700,725,بكتاش الفخري 
985,310704,310937.5,467,728,700,750,بكتمر البوبكري 
986,311171,311456.0,570,716,700,725,بكتمر الجوكندار 
987,311741,312254.5,1027,703,700,725,بكتمر السلاح دار الظاهري 
988,312768,312813.0,90,745,700,750,بكتمر العلائي 
989,312858,313057.0,398,728,700,750,بكتمر الحاجب 
990,313256,313988.5,1465,733,700,750,بكتمر الساقي 
991,314721,314827.5,213,693,600,700,بكتوت العلائي 
992,314934,314952.0,36,680,600,700,بكتوت الخزندار 
993,314970,315005.5,71,696,600,700,بكتوت الأزرق 
994,315041,315057.5,33,694,600,700,بكتوت الفارسي 
995,315074,315181.0,214,710,700,725,بكتوت الفتاح 
996,315288,315464.0,352,749,700,750,بكتوت القرماني 
997,315640,315668.0,56,694,600,700,بكتوت الأقرعي، الأمير بدر الدين 
998,315696,315724.0,56,686,600,700,بكتوت المحمدي، الأمير بدر الدين 
999,315752,316027.0,550,711,700,725,بكتوت الخزنداري 
1000,316302,316330.5,57,801,800,825,بكلمش العلائي 
1001,316359,316374.5,31,723,700,725,بلبان العترس 
1002,316390,316642.5,505,699,600,700,بلال المغيثي 
1003,316895,316914.0,38,749,700,750,بلبان الحسني 
1004,316933,316950.0,34,678,600,700,بلبان المشرفي 
1005,316967,316984.5,35,678,600,700,بلبان النوفلي 
1006,317002,317026.5,49,679,600,700,بلبان الرومي دوادار العلامة 
1007,317051,317070.5,39,680,600,700,بلبان الرومي الظاهري 
1008,317090,317095.5,11,700,700,725,بلبان الطباخي 
1009,317101,317242.0,282,687,600,700,"بلبان""الله كريم"" "
1010,317383,317414.5,63,697,600,700,بلبان الفاخري 
1011,317446,317461.0,30,709,700,725,بلبان الجاشنكير 
1012,317476,317572.5,193,734,700,750,بلبان طرنا 
1013,317669,317740.5,143,727,700,750,بلبان البدري 
1014,317812,317823.0,22,723,700,725,بلبان القبجقي 
1015,317834,317865.0,62,692,600,700,بلبان الهاروني 
1016,317896,317925.0,58,730,700,750,بلبان الكوندكي 
1017,317954,317983.0,58,745,700,750,بلبان الشمسي 
1018,318012,318045.5,67,709,700,725,بلبان الغلمشي 
1019,318079,318131.0,104,706,700,725,بلبان الجوكندار 
1020,318183,318243.0,120,736,700,750,بلبان الحسامي 
1021,318303,318332.5,59,736,700,750,بلبان البيسري السعودي 
1022,318362,318400.5,77,745,700,750,بلبان المحمدي 
1023,318439,318790.0,702,124,100,125,بلج بن بشر القشيري 
1024,319141,319166.5,51,749,700,750,بلك المظفري 
1025,319192,319230.5,77,749,700,750,بلك الجمدار الناصري 
1026,319269,319316.5,95,753,700,775,بلجك الناصري 
1027,319364,319842.0,956,316,300,325,بنان الحمال الزاهد 
1028,320320,320349.5,59,680,600,700,بهادر الناصري 
1029,320379,320451.5,145,693,600,700,بهادر رأس نوبة 
1030,320524,320607.0,166,739,700,750,بهادر المعزي 
1031,320690,320726.0,72,802,800,825,بهادر الشهابي 
1032,320762,320806.0,88,740,700,750,بهادر البدري 
1033,320850,320958.5,217,730,700,750,بهادر آص 
1034,321067,321123.0,112,720,700,725,بهادر الإبراهيمي 
1035,321179,321613.0,868,710,700,725,الحاج بهادر الحلبي 
1036,322047,322346.0,598,725,700,725,بهادر الصقري 
1038,322960,322997.0,74,544,500,550,بنان سعيد السعداء 
1039,323034,323425.0,782,535,500,550,بهرام تاج الملوك الأرمني 
1040,323816,323935.0,238,522,500,525,بهرام ابن [أخت الأسدآبادي] مقدم الباطنية 
1041,324054,324083.5,59,639,600,650,بهرام التركماني 
1042,324113,324326.5,427,627,600,650,بهرام شاه صاحب بعلبك 
1044,324744,324797.5,107,256,200,275,بهم القائد الطولوني 
1045,324851,324879.0,56,233,200,250,البهلول بن عبيدة 
1047,324981,325778.0,1594,743,700,750,بيبرس الحاجب 
1048,326575,326631.0,112,707,700,725,بيبرس الجالق العجمي 
1049,326687,326824.0,274,740,700,750,بيبرس الركني 
1050,326961,327001.0,80,712,700,725,بيبرس التاجي 
1052,327061,327095.5,69,703,700,725,بيبرس التلاوي 
1053,327130,327166.5,73,692,600,700,بيبرس الزاهدي الأحدب 
1054,327203,327261.0,116,704,700,725,بيبرس الموفقي 
1055,327319,327335.0,32,680,600,700,بيبرس الرشيدي 
1056,327351,327373.0,44,681,600,700,بيبرس الصيرفي 
1057,327395,327430.5,71,692,600,700,بيبرس طقصوا 
1058,327466,327751.0,570,725,700,725,بيبرس المنصوري الدوادار 
1059,328036,330531.0,4990,709,700,725,بيبرس الجاشنكير 
1060,333026,333283.5,515,746,700,750,بيبرس الأحمدي 
1061,333541,333647.0,212,707,700,725,بيبغا التركماني 
1062,333753,333812.5,119,760,700,775,بيبغا تتر حارس الطير 
1063,333872,334144.5,545,754,700,775,بيبغا أروس القاسمي 
1064,334417,335100.0,1366,693,600,700,بيدرا المنصوري 
1065,335783,335937.5,309,748,700,750,بيدمر البدري 
1066,336092,336116.0,48,724,700,725,بدرجك الناصري 
1068,336239,336306.0,134,742,700,750,برسبغا الحاجب 
1069,336373,336536.0,326,513,500,525,بركات صاحب البديعية 
1070,336699,337081.0,764,390,300,400,برجوان العزيزي 
1071,337463,338114.5,1303,698,600,700,بيسري الشمسي 
1072,338766,338783.5,35,731,700,750,بيغجار [الساقي] الناصري 
1073,338801,338837.5,73,754,700,775,بيغرا الناصري 
1074,338874,339016.5,285,687,600,700,بيليك الأيدمري 
1075,339159,339176.5,35,695,600,700,بيليك المحسني 
1076,339194,339216.0,44,699,600,700,بيليك الطيار 
1077,339238,339253.5,31,690,600,700,بيليك المسعودي 
1078,339269,339356.5,175,739,700,750,بيليك المحسني الجزري 
1079,339444,339499.5,111,360,300,375,تبر الإخشيدي 
1080,339555,339704.0,298,283,200,300,ترمش الطولوني 
1081,339853,339912.5,119,466,400,475,تركان شاه بن بلدكوش 
1083,342451,342469.0,36,565,500,575,أبو الطاهر الباديسي 
1084,342487,342666.5,359,321,300,325,تكين الخاصة 
1085,342846,342931.0,170,757,700,775,تلك الشحنة 
1086,343016,343112.0,192,753,700,775,تلك الحسني 
1087,343208,343240.5,65,620,600,625,ابن الحنبلي الواعظ 
1088,343273,343394.0,242,743,700,750,تمر الساقي 
1089,343515,343549.0,68,698,600,700,تمربغا المنصوري 
1090,343583,345499.0,3832,741,700,750,تنكز الحسامي نائب الشام 
1091,347415,347445.0,60,120,100,125,توبة بن النمر القاضي 
1093,348068,349001.5,1867,648,600,650,توران شاه بن أيوب، الملك المعظم 
1096,351114,351269.5,311,127,100,150,ثابت بن نعيم الجذامي 
1097,351425,351450.5,51,631,600,650,ثابت التفليسي 
1098,351476,351502.5,53,631,600,650,القاضي رضي الدين ثعلب الخطيب 
1099,351529,351648.5,239,132,100,150,ثعلبة بن سلامة العاملي 
1100,351768,351893.5,251,762,700,775,ثقبة ابن أبي نمي أمير مكة 
1101,352019,352485.0,932,454,400,475,ثمال بن صالح بن مرداس 
1102,352951,353081.0,260,311,300,325,ثمل الخادم 
1103,353211,353307.5,193,54,0,75,ثوبان بن بجدد، مولى رسول الله صلى الله عليه وسلم 
1127,358755,358782.5,55,390,300,400,جابر بن منصور الجوذري 
1128,358810,358900.0,180,699,600,700,جاغان الحسامي 
1129,358990,359026.0,72,602,600,625,جامع بن باقي الأندلسي 
1130,359062,359133.5,143,343,300,350,جانك الإخشيدي 
1131,359205,359242.0,74,374,300,375,جبر بن القاسم الكتامي 
1132,359279,359310.0,62,600,600,625,جبريل بن جميل الحنفي 
1133,359341,359361.0,40,637,600,650,جبريل بن عبد الله 
1134,359381,359437.5,113,50,0,50,جبلة بن عمرو الساعدي الصحابي 
1135,359494,359546.0,104,715,700,725,جبرفين الخازن 
1137,359743,359764.5,43,516,500,525,علم البرية الأندلسي المقرئ 
1139,359840,359877.0,74,512,500,525,المظفر ابن بدر الجمالي 
1142,360406,360656.0,500,546,500,550,جرجي الأنطاكي وزير روجار 
1143,360906,360969.0,126,772,700,775,جرجي الناصري 
1144,361032,361145.5,227,742,700,750,جركتمر بن بهادر 
1145,361259,361330.5,143,692,600,700,جرمك الناصري 
1147,363027,363352.0,650,401,400,425,جعفر بن حبيب القائد 
1148,363677,363812.5,271,401,400,425,جعفر بن الحسين بن جوهر القائد 
1149,363948,364082.0,268,271,200,275,جعفر بن عبد الغفار الكاتب 
1150,364216,364269.5,107,624,600,625,ابن سيد بونة المقرئ 
1153,364655,364768.5,227,736,700,750,جعفر بن عمر أمير برقة 
1154,364882,364951.5,139,516,500,525,ابن علوان ذخيرة الملك 
1155,365021,365184.0,326,549,500,550,أخو المأمون البطائحي 
1157,367386,368340.0,1908,360,300,375,جعفر بن فلاح 
1159,369394,369441.0,94,268,200,275,ابن جدار الكاتب 
1160,369488,369780.0,584,375,300,375,جعفر بن محمد الكلبي الصقلي 
1164,370607,370646.0,78,577,500,600,المهذب شلعلع 
1165,370685,370724.5,79,682,600,700,ظهير الدين التزمنتي 
1166,370764,370850.5,173,410,400,425,تاج الدولة الكلبي 
1168,371148,371264.5,233,704,700,725,جماز بن شيحة الحسيني أمير المدينة 
1170,371482,371579.0,194,698,600,700,حمدان بن صلغاي 
1171,371676,371797.0,242,82,0,100,جميل بثينة 
1172,371918,372018.0,200,83,0,100,جناب الرعيني نائب أمير مصر 
1173,372118,372190.5,145,80,0,100,جنادة بن أبي أمية الأزدي 
1174,372263,372342.5,159,399,300,400,جنادة الأزدي الهروي اللغوي 
1175,372422,372473.0,102,312,300,325,جني الصفواني 
1176,372524,372755.0,462,746,700,750,جنكلي بن البابا 
1178,373602,373828.5,453,524,500,525,هزار الملوك الأمير جوامرد 
1180,374166,374185.5,39,728,700,750,جوبان المنصوري 
1182,380125,380163.0,76,721,700,725,جوهر الطواشي 
1183,380201,380226.5,51,563,500,575,جوهر بن لؤلؤ المقرئ 
1184,380252,380605.5,707,460,400,475,جوهر [بن سكوم] الجدالي (مؤسس دولة المرابطين) 
1185,380959,381162.5,407,283,200,300,جيش بن خمارويه 
1186,381366,381749.5,767,390,300,400,جيش بن الصمصامة 
1188,383069,383097.5,57,276,200,300,أبو القاسم الفهري 
1189,383126,383158.5,65,256,200,275,أبو الأسد الهمداني 
1190,383191,383206.5,31,208,200,225,الحارث بن أسد الإفريقي 
1191,383222,383243.5,43,220,200,225,الحارث بن أسد العتكي 
1195,387058,387584.0,1052,30,0,50,حاطب بن أبي بلتعة 
1196,388110,388376.0,532,324,300,325,حبشي السلمي رأس المغاربة 
1197,388642,388669.5,55,633,600,650,حبش بن الفراء 
1198,388697,389000.5,607,65,0,75,حبيش بن دلجة 
1199,389304,389637.0,666,307,300,325,حباسة بن يوسف الكتامي 
1202,412283,412361.5,157,64,0,75,حجر بن الحارث المذحجي 
1203,412440,412583.0,286,113,100,125,الحر الأموي أمير مصر 
1204,412726,412765.5,79,204,200,225,أبو عمر الجهني المحدث 
1213,414000,414338.0,676,129,100,150,أبو الخطار الكلبي أمير الأندلس 
1214,414676,414777.5,203,615,600,625,حسام القوال 
1216,415057,415084.5,55,558,500,575,حسام بن نصر العقيلي 
1218,415262,415292.5,61,636,600,650,حسان بن عبد الرحمن الجهني 
1219,415323,415644.0,642,133,100,150,حسان بن عتاهية 
1220,415965,416335.5,741,65,0,75,حسان بن مالك الكلبي 
1221,416706,417182.0,952,80,0,100,حسان بن النعمان الغساني صاحب فتوح المغرب 
1222,417658,417694.0,72,567,500,575,عرقلة الدمشقي الشاعر 
1224,417781,417829.5,97,456,400,475,علم الكفاة التستري 
1225,417878,417903.0,50,285,200,300,الحسن بن الجراح 
1229,422207,422341.5,269,348,300,350,الحسن بن إسحاق قاضي المعرة 
1230,422476,422517.5,83,431,400,450,الحسن بن بقاء ابن الخشاب 
1231,422559,422799.0,480,145,100,150,الحسن بن ثوبان الهمداني 
1233,423164,423580.5,833,529,500,550,أبو علي الأنصاري الكاتب 
1234,423997,424306.5,619,168,100,175,الحسن بن زيد والد السيدة نفيسة 
1235,424616,424736.5,241,270,200,275,الحسن بن زيرك الطبيب 
1241,426911,427049.0,276,256,200,275,الحسن بن شعرة 
1242,427187,427940.5,1507,518,500,525,الحسن بن الصباح 
1243,428694,428881.5,375,340,300,350,الحسن بن طغج 
1244,429069,429121.5,105,289,200,300,أبو علي الجمال المقرئ 
1245,429174,429193.5,39,387,300,400,الحسن بن العباس الحسيني قاضي دمشق 
1246,429213,429238.0,50,719,700,725,الحسن بن عبد الرزاق العسقلاني 
1247,429263,429399.0,272,482,400,500,ابن أبي الشخباء الكاتب 
1248,429535,429629.0,188,257,200,275,الحسن بن عبد العزيز الجروي 
1250,429819,429858.0,78,616,600,625,أبو علي التونسي الطويل 
1251,429897,429961.0,128,547,500,550,ابن العرجاء القيرواني 
1252,430025,430080.5,111,685,600,700,ابن ويحيان الراشدي 
1254,430259,430549.0,580,371,300,375,الحسن بن عبيد الله بن طغج 
1255,430839,431038.0,398,561,500,575,المهذب ابن الزبير الشاعر 
1257,431453,431537.0,168,359,300,375,الحسن بن جابر [ ... ] الرياحي 
1258,431621,431991.0,740,430,400,450,أبو الفتوح الحسني 
1259,432361,432408.5,95,710,700,725,عز الدين ابن مسكين 
1261,432651,433068.0,834,452,400,475,أبو محمد ناصر الدولة الحمداني 
1262,433485,433506.5,43,617,600,625,الشهاب الربعي 
1264,433671,433750.0,158,409,400,425,الأخرم الفرغاني 
1267,434154,434232.0,156,343,300,350,أبو علي الكاتب 
1268,434310,434349.0,78,617,600,625,موفق الدين ابن الديباجي الكاتب 
1269,434388,434445.0,114,630,600,650,أبو علي الأوقي/ الأوهي 
1270,434502,439618.0,10232,450,400,450,اليازوري 
1272,445039,445318.5,559,393,300,400,ابن وكيع التنيسي 
1276,445922,446390.0,936,529,500,550,الأمير حسن ابن الحافظ العبيدي 
1278,447743,447787.5,89,457,400,475,الوزير علم ms1334 الدين الماشلي 
1280,448045,448234.0,378,452,400,475,الأمير ابن ملهم العقيلي 
1281,448423,448490.0,134,596,500,600,أبو البدر ابن المعمر الإسكافي 
1283,449528,449576.0,96,302,300,325,أبو علي النخاس 
1284,449624,449647.0,46,279,200,300,الحسن بن وصيف 
1286,449742,450511.0,1538,390,300,400,الحسن بن عمار الكلبي 
1290,451671,451693.0,44,264,200,275,الحسن بن غالب الطرسوسي 
1292,452055,452242.0,374,466,400,475,الوزير ابن أبي كدينة 
1293,452429,452488.5,119,438,400,450,أبو علي البغدادي المقرئ 
1294,452548,452804.5,513,588,500,600,ابن كاسيبويه الكاتب 
1295,453061,453098.0,74,809,800,825,بدر الدين الحسني النسابة 
1296,453135,453199.0,128,376,300,400,أبو محمد الصلحي الكاتب 
1297,453263,453589.0,652,771,700,775,الحسام الغوري قاضي الحنفية 
1299,455585,455897.0,624,250,200,250,الحسن بن مهاجر 
1300,456209,456284.0,150,722,700,725,القلندري 
1302,456438,456461.0,46,266,200,275,الحسن بن محمد اليزيدي 
1304,456532,456557.5,51,670,600,675,رضي الدين الأرمنتي 
1305,456583,456607.5,49,710,700,725,بدر الدين الأسعردي المحتسب 
1306,456632,456744.5,225,618,600,625,حسن الطويل الزاهد 
1307,456857,456930.0,146,379,300,400,الحسين الرسي 
1308,457003,457048.0,90,394,300,400,الحسين بن أحمد البجلي 
1309,457093,457126.5,67,591,500,600,الحسين بن أحمد اليزدي 
1311,460653,461903.5,2501,298,200,300,أبو عبد الله الشيعي 
1312,463154,463184.5,61,735,700,750,شمس الدين ابن الأثير الواعظ 
1314,463238,463335.5,195,310,300,325,ابن خداع الأرقطي 
1315,463433,463508.5,151,401,400,425,قائد القواد حسين بن جوهر 
1316,463584,463765.5,363,555,500,575,أبو علي الحليلي 
1317,463947,464254.5,615,388,300,400,الحسين الحمداني 
1318,464562,465211.0,1298,465,400,475,سلطان الجيوش الحمداني 
1319,465860,466477.5,1235,306,300,325,الحسين بن حمدان 
1320,467095,467243.0,296,515,500,525,سماء ms1393 الملك بن الأفضل بن بدر الجمالي 
1323,467503,467548.5,91,386,300,400,أبو علي الرائض 
1325,467667,467737.5,141,685,600,700,القاضي تقي الدين ابن شأس 
1328,468126,468215.0,178,527,500,550,ابن بشرى الجوهري الواعظ 
